title	year	value	canton	file_year
Business establishments total	2017	40,837	Geneva	2020
Primary sector	2017	418	Geneva	2020
Secondary sector	2017	4,542	Geneva	2020
Tertiary sector	2017	35,877	Geneva	2020
in %	2018	11.4	Geneva	2020
Utilised agricultural area per farm in ha	2018	29.3	Geneva	2020
Dwelling vacancy rate	2019	0.54	Geneva	2020
Homeownership rate	2018	18.7	Geneva	2020
Average per capita living space in m²	2018	36	Geneva	2020
New housing units per 1000 residents	2017	4.0	Geneva	2020
Arrivals in hotels and spas	2018	1,570,657	Geneva	2020
Overnight stays in hotels and spas	2018	3,232,871	Geneva	2020
Passenger cars per 1000 inhabitants	2018	445	Geneva	2020
Public transportation	2017	46.0	Geneva	2020
Private motorised transport	2017	35.5	Geneva	2020
Social assistance rate	2018	5.9	Geneva	2020
Physicians in the outpatient sector per 100,000 inhabitants	2018	399	Geneva	2020
Hospital beds per 1000 inhabitants	2018	4.8	Geneva	2020
Hospitalisation rate in intensive care (per 1000 inhabitants)	2018	126.4	Geneva	2020
Average length of stay in intensive care (days)	2018	6.2	Geneva	2020
Without post-compulsory education	2018	23.6	Geneva	2020
Upper secondary education	2018	31.4	Geneva	2020
Tertiary level	2018	45.0	Geneva	2020
Graduation rate in higher education institutions	2018	31.9	Geneva	2020
FDP/PLR inclusive LP/PL-BS	2019	17.9	Geneva	2020
CVP	2019	7.7	Geneva	2020
SP	2019	14.7	Geneva	2020
SVP	2019	13.7	Geneva	2020
EVP/CSP	2019	0.7	Geneva	2020
GLP	2019	5.4	Geneva	2020
BDP	2019	0.4	Geneva	2020
PdA/Sol.	2019	7.4	Geneva	2020
GPS	2019	24.6	Geneva	2020
Small right-wing parties	2019	5.5	Geneva	2020
under the Swiss Criminal Code	2018	100.3	Geneva	2020
under the Narcotics Act (NarcA)	2018	13.5	Geneva	2020
under the Foreign Nationals Act (FNA)	2018	16.7	Geneva	2020
Residents	2018	40,403	Glarus	2020
Change in %	2010-2018	4.6	Glarus	2020
Population density per km²	2018	59.4	Glarus	2020
0-19 years	2018	19.1	Glarus	2020
20-64 years	2018	60.8	Glarus	2020
65 years or over	2018	20.1	Glarus	2020
Urban population in %	2018	76.5	Glarus	2020
Foreign nationals in %	2018	24.1	Glarus	2020
Crude marriage rate	2018	4.5	Glarus	2020
Crude divorce rate	2018	1.6	Glarus	2020
Crude birth rate	2018	10.1	Glarus	2020
Crude mortality rate	2018	9.0	Glarus	2020
Private households	2018	17,921	Glarus	2020
Size of households in persons	2018	2.2	Glarus	2020
German	2016-2018	85.8	Glarus	2020
French	2016-2018	–	Glarus	2020
Italian	2016-2018	5.7	Glarus	2020
Romansh	2016-2018	–	Glarus	2020
English	2016-2018	2.9	Glarus	2020
Roman Catholic	2016-2018	32.2	Glarus	2020
Protestant Reformed	2016-2018	31.4	Glarus	2020
No affiliation	2016-2018	21.2	Glarus	2020
Total surface area in km²	2004/09	685.4	Glarus	2020
Settlement and urban area in %	2004/09	2.9	Glarus	2020
Agricultural area in %	2004/09	30.0	Glarus	2020
Wooded area in %	2004/09	30.8	Glarus	2020
Unproductive area in %	2004/09	36.2	Glarus	2020
Net activity rate (15-64 years)	2018	80.0	Glarus	2020
Unemployment rate (according to SECO)	2019	1.4	Glarus	2020
Gross domestic product (GDP) per capita in Swiss francs	2017	68,671	Glarus	2020
Change in % of cantonal GDP	2016-2017	2.4	Glarus	2020
Employed total	2017	22,043	Glarus	2020
Primary sector	2017	1,091	Glarus	2020
Secondary sector	2017	8,014	Glarus	2020
Tertiary sector	2017	12,938	Glarus	2020
Business establishments total	2017	3,306	Glarus	2020
Primary sector	2017	388	Glarus	2020
Secondary sector	2017	616	Glarus	2020
Tertiary sector	2017	2,302	Glarus	2020
in %	2018	31.0	Glarus	2020
Utilised agricultural area per farm in ha	2018	19.1	Glarus	2020
Dwelling vacancy rate	2019	1.71	Glarus	2020
Homeownership rate	2018	46.7	Glarus	2020
Average per capita living space in m²	2018	50	Glarus	2020
New housing units per 1000 residents	2017	6.8	Glarus	2020
Arrivals in hotels and spas	2018	68,078	Glarus	2020
Overnight stays in hotels and spas	2018	135,265	Glarus	2020
Passenger cars per 1000 inhabitants	2018	586	Glarus	2020
Public transportation	2017	–	Glarus	2020
Private motorised transport	2017	65.7	Glarus	2020
Social assistance rate	2018	1.9	Glarus	2020
Physicians in the outpatient sector per 100,000 inhabitants	2018	139	Glarus	2020
Hospital beds per 1000 inhabitants	2018	3.6	Glarus	2020
Hospitalisation rate in intensive care (per 1000 inhabitants)	2018	158.3	Glarus	2020
Average length of stay in intensive care (days)	2018	5.5	Glarus	2020
Without post-compulsory education	2018	24.3	Glarus	2020
Upper secondary education	2018	52.4	Glarus	2020
Tertiary level	2018	23.3	Glarus	2020
Graduation rate in higher education institutions	2018	19.9	Glarus	2020
FDP/PLR inclusive LP/PL-BS	2019	–	Glarus	2020
CVP	2019	–	Glarus	2020
SP	2019	28.2	Glarus	2020
SVP	2019	–	Glarus	2020
EVP/CSP	2019	–	Glarus	2020
GLP	2019	–	Glarus	2020
BDP	2019	63.0	Glarus	2020
PdA/Sol.	2019	–	Glarus	2020
GPS	2019	2.7	Glarus	2020
Small right-wing parties	2019	–	Glarus	2020
under the Swiss Criminal Code	2018	24.8	Glarus	2020
under the Narcotics Act (NarcA)	2018	4.4	Glarus	2020
under the Foreign Nationals Act (FNA)	2018	2.6	Glarus	2020
Residents	2018	198,379	Graubünden	2020
Change in %	2010-2018	3.0	Graubünden	2020
Population density per km²	2018	27.9	Graubünden	2020
0-19 years	2018	18.0	Graubünden	2020
20-64 years	2018	60.7	Graubünden	2020
65 years or over	2018	21.3	Graubünden	2020
Urban population in %	2018	44.8	Graubünden	2020
Foreign nationals in %	2018	18.6	Graubünden	2020
Crude marriage rate	2018	4.3	Graubünden	2020
Crude divorce rate	2018	1.7	Graubünden	2020
Crude birth rate	2018	9.1	Graubünden	2020
Crude mortality rate	2018	9.0	Graubünden	2020
Private households	2018	91,447	Graubünden	2020
Size of households in persons	2018	2.1	Graubünden	2020
German	2016-2018	74.3	Graubünden	2020
French	2016-2018	1.4	Graubünden	2020
Italian	2016-2018	12.8	Graubünden	2020
Romansh	2016-2018	14.6	Graubünden	2020
English	2016-2018	2.9	Graubünden	2020
Roman Catholic	2016-2018	42.0	Graubünden	2020
Protestant Reformed	2016-2018	32.0	Graubünden	2020
No affiliation	2016-2018	18.2	Graubünden	2020
Total surface area in km²	2004/09	7,105.0	Graubünden	2020
Settlement and urban area in %	2004/09	2.0	Graubünden	2020
Agricultural area in %	2004/09	28.8	Graubünden	2020
Wooded area in %	2004/09	27.6	Graubünden	2020
Unproductive area in %	2004/09	41.6	Graubünden	2020
Net activity rate (15-64 years)	2018	80.9	Graubünden	2020
Unemployment rate (according to SECO)	2019	1.1	Graubünden	2020
Gross domestic product (GDP) per capita in Swiss francs	2017	70,909	Graubünden	2020
Change in % of cantonal GDP	2016-2017	-0.7	Graubünden	2020
Employed total	2017	128,531	Graubünden	2020
Primary sector	2017	7,067	Graubünden	2020
Secondary sector	2017	26,711	Graubünden	2020
Tertiary sector	2017	94,753	Graubünden	2020
Business establishments total	2017	20,731	Graubünden	2020
Primary sector	2017	2,474	Graubünden	2020
Secondary sector	2017	3,040	Graubünden	2020
Tertiary sector	2017	15,217	Graubünden	2020
in %	2018	65.2	Graubünden	2020
Utilised agricultural area per farm in ha	2018	24.6	Graubünden	2020
Dwelling vacancy rate	2019	1.68	Graubünden	2020
Homeownership rate	2018	43.9	Graubünden	2020
Average per capita living space in m²	2018	47	Graubünden	2020
New housing units per 1000 residents	2017	6.6	Graubünden	2020
Arrivals in hotels and spas	2018	1,926,828	Graubünden	2020
Overnight stays in hotels and spas	2018	5,132,212	Graubünden	2020
Passenger cars per 1000 inhabitants	2018	573	Graubünden	2020
Public transportation	2017	17.4	Graubünden	2020
Private motorised transport	2017	53.6	Graubünden	2020
Social assistance rate	2018	1.4	Graubünden	2020
Physicians in the outpatient sector per 100,000 inhabitants	2018	189	Graubünden	2020
Hospital beds per 1000 inhabitants	2018	5.7	Graubünden	2020
Hospitalisation rate in intensive care (per 1000 inhabitants)	2018	152.5	Graubünden	2020
Average length of stay in intensive care (days)	2018	5.1	Graubünden	2020
Without post-compulsory education	2018	19.2	Graubünden	2020
Upper secondary education	2018	53.3	Graubünden	2020
Tertiary level	2018	27.5	Graubünden	2020
Graduation rate in higher education institutions	2018	27.2	Graubünden	2020
FDP/PLR inclusive LP/PL-BS	2019	13.6	Graubünden	2020
CVP	2019	16.3	Graubünden	2020
SP	2019	17.1	Graubünden	2020
SVP	2019	29.9	Graubünden	2020
EVP/CSP	2019	–	Graubünden	2020
GLP	2019	8.3	Graubünden	2020
BDP	2019	9.1	Graubünden	2020
PdA/Sol.	2019	–	Graubünden	2020
GPS	2019	5.5	Graubünden	2020
Small right-wing parties	2019	–	Graubünden	2020
under the Swiss Criminal Code	2018	34.4	Graubünden	2020
under the Narcotics Act (NarcA)	2018	6.8	Graubünden	2020
under the Foreign Nationals Act (FNA)	2018	1.0	Graubünden	2020
Residents	2018	73,419	Jura	2020
Change in %	2010-2018	4.8	Jura	2020
Population density per km²	2018	87.6	Jura	2020
0-19 years	2018	21.0	Jura	2020
20-64 years	2018	58.1	Jura	2020
65 years or over	2018	20.9	Jura	2020
Urban population in %	2018	53.3	Jura	2020
Foreign nationals in %	2018	14.7	Jura	2020
Crude marriage rate	2018	4.0	Jura	2020
Crude divorce rate	2018	2.3	Jura	2020
Crude birth rate	2018	9.3	Jura	2020
Crude mortality rate	2018	9.3	Jura	2020
Private households	2018	31,985	Jura	2020
Size of households in persons	2018	2.3	Jura	2020
German	2016-2018	6.1	Jura	2020
French	2016-2018	90.2	Jura	2020
Italian	2016-2018	2.8	Jura	2020
Romansh	2016-2018	–	Jura	2020
English	2016-2018	1.6	Jura	2020
Roman Catholic	2016-2018	66.9	Jura	2020
Protestant Reformed	2016-2018	8.7	Jura	2020
No affiliation	2016-2018	15.5	Jura	2020
Total surface area in km²	2004/09	838.6	Jura	2020
Settlement and urban area in %	2004/09	6.7	Jura	2020
Agricultural area in %	2004/09	48.7	Jura	2020
Wooded area in %	2004/09	43.5	Jura	2020
Unproductive area in %	2004/09	1.1	Jura	2020
Net activity rate (15-64 years)	2018	78.2	Jura	2020
Unemployment rate (according to SECO)	2019	3.4	Jura	2020
Gross domestic product (GDP) per capita in Swiss francs	2017	63,236	Jura	2020
Change in % of cantonal GDP	2016-2017	2.5	Jura	2020
Employed total	2017	42,886	Jura	2020
Primary sector	2017	3,059	Jura	2020
Secondary sector	2017	15,522	Jura	2020
Tertiary sector	2017	24,305	Jura	2020
Business establishments total	2017	6,388	Jura	2020
Primary sector	2017	1,081	Jura	2020
Secondary sector	2017	1,209	Jura	2020
Tertiary sector	2017	4,098	Jura	2020
in %	2018	17.9	Jura	2020
Utilised agricultural area per farm in ha	2018	39.9	Jura	2020
Dwelling vacancy rate	2019	2.59	Jura	2020
Homeownership rate	2018	51.3	Jura	2020
Average per capita living space in m²	2018	47	Jura	2020
New housing units per 1000 residents	2017	6.2	Jura	2020
Arrivals in hotels and spas	2018	64,809	Jura	2020
Overnight stays in hotels and spas	2018	101,896	Jura	2020
Passenger cars per 1000 inhabitants	2018	592	Jura	2020
Public transportation	2017	15.5	Jura	2020
Private motorised transport	2017	72.7	Jura	2020
Social assistance rate	2018	3.3	Jura	2020
Physicians in the outpatient sector per 100,000 inhabitants	2018	151	Jura	2020
Hospital beds per 1000 inhabitants	2018	4.7	Jura	2020
Hospitalisation rate in intensive care (per 1000 inhabitants)	2018	163.3	Jura	2020
Average length of stay in intensive care (days)	2018	5.0	Jura	2020
Without post-compulsory education	2018	27.7	Jura	2020
Upper secondary education	2018	46.7	Jura	2020
Tertiary level	2018	25.7	Jura	2020
Graduation rate in higher education institutions	2018	34.1	Jura	2020
FDP/PLR inclusive LP/PL-BS	2019	9.1	Jura	2020
CVP	2019	22.8	Jura	2020
SP	2019	27.0	Jura	2020
SVP	2019	14.5	Jura	2020
EVP/CSP	2019	11.1	Jura	2020
GLP	2019	–	Jura	2020
BDP	2019	–	Jura	2020
PdA/Sol.	2019	–	Jura	2020
GPS	2019	15.6	Jura	2020
Small right-wing parties	2019	–	Jura	2020
under the Swiss Criminal Code	2018	33.3	Jura	2020
under the Narcotics Act (NarcA)	2018	5.5	Jura	2020
under the Foreign Nationals Act (FNA)	2018	2.7	Jura	2020
Residents	2018	409,557	Lucerne	2020
Change in %	2010-2018	8.5	Lucerne	2020
Population density per km²	2018	286.6	Lucerne	2020
0-19 years	2018	20.4	Lucerne	2020
20-64 years	2018	62.0	Lucerne	2020
65 years or over	2018	17.6	Lucerne	2020
Urban population in %	2018	63.8	Lucerne	2020
Foreign nationals in %	2018	18.5	Lucerne	2020
Crude marriage rate	2018	4.9	Lucerne	2020
Crude divorce rate	2018	1.7	Lucerne	2020
Crude birth rate	2018	10.8	Lucerne	2020
Crude mortality rate	2018	7.7	Lucerne	2020
Private households	2018	176,401	Lucerne	2020
Size of households in persons	2018	2.3	Lucerne	2020
German	2016-2018	88.2	Lucerne	2020
French	2016-2018	1.7	Lucerne	2020
Italian	2016-2018	3.0	Lucerne	2020
Romansh	2016-2018	0.2	Lucerne	2020
English	2016-2018	3.6	Lucerne	2020
Roman Catholic	2016-2018	60.3	Lucerne	2020
Protestant Reformed	2016-2018	10.0	Lucerne	2020
No affiliation	2016-2018	18.1	Lucerne	2020
Total surface area in km²	2004/09	1,493.3	Lucerne	2020
Settlement and urban area in %	2004/09	9.6	Lucerne	2020
Agricultural area in %	2004/09	53.4	Lucerne	2020
Wooded area in %	2004/09	29.9	Lucerne	2020
Unproductive area in %	2004/09	7.0	Lucerne	2020
Net activity rate (15-64 years)	2018	82.0	Lucerne	2020
Unemployment rate (according to SECO)	2019	1.6	Lucerne	2020
Gross domestic product (GDP) per capita in Swiss francs	2017	66,655	Lucerne	2020
Change in % of cantonal GDP	2016-2017	1.1	Lucerne	2020
Employed total	2017	250,821	Lucerne	2020
Primary sector	2017	13,624	Lucerne	2020
Secondary sector	2017	57,132	Lucerne	2020
Tertiary sector	2017	180,065	Lucerne	2020
Business establishments total	2017	32,295	Lucerne	2020
Primary sector	2017	4,752	Lucerne	2020
Secondary sector	2017	4,620	Lucerne	2020
Tertiary sector	2017	22,923	Lucerne	2020
in %	2018	10.1	Lucerne	2020
Utilised agricultural area per farm in ha	2018	16.6	Lucerne	2020
Dwelling vacancy rate	2019	1.51	Lucerne	2020
Homeownership rate	2018	35.1	Lucerne	2020
Average per capita living space in m²	2018	46	Lucerne	2020
New housing units per 1000 residents	2017	6.8	Lucerne	2020
Arrivals in hotels and spas	2018	1,245,782	Lucerne	2020
Overnight stays in hotels and spas	2018	2,174,803	Lucerne	2020
Passenger cars per 1000 inhabitants	2018	532	Lucerne	2020
Public transportation	2017	25.5	Lucerne	2020
Private motorised transport	2017	57.9	Lucerne	2020
Social assistance rate	2018	2.4	Lucerne	2020
Physicians in the outpatient sector per 100,000 inhabitants	2018	177	Lucerne	2020
Hospital beds per 1000 inhabitants	2018	3.8	Lucerne	2020
Hospitalisation rate in intensive care (per 1000 inhabitants)	2018	127.1	Lucerne	2020
Average length of stay in intensive care (days)	2018	5.4	Lucerne	2020
Without post-compulsory education	2018	18.2	Lucerne	2020
Upper secondary education	2018	49.1	Lucerne	2020
Tertiary level	2018	32.7	Lucerne	2020
Graduation rate in higher education institutions	2018	24.3	Lucerne	2020
FDP/PLR inclusive LP/PL-BS	2019	15.6	Lucerne	2020
CVP	2019	25.5	Lucerne	2020
SP	2019	13.5	Lucerne	2020
SVP	2019	24.7	Lucerne	2020
EVP/CSP	2019	0.7	Lucerne	2020
GLP	2019	7.1	Lucerne	2020
BDP	2019	–	Lucerne	2020
PdA/Sol.	2019	–	Lucerne	2020
GPS	2019	12.2	Lucerne	2020
Small right-wing parties	2019	0.1	Lucerne	2020
under the Swiss Criminal Code	2018	43.9	Lucerne	2020
under the Narcotics Act (NarcA)	2018	7.5	Lucerne	2020
under the Foreign Nationals Act (FNA)	2018	2.1	Lucerne	2020
Residents	2018	176,850	Neuchâtel	2020
Change in %	2010-2018	2.8	Neuchâtel	2020
Population density per km²	2018	246.7	Neuchâtel	2020
0-19 years	2018	21.1	Neuchâtel	2020
20-64 years	2018	59.8	Neuchâtel	2020
65 years or over	2018	19.0	Neuchâtel	2020
Urban population in %	2018	87.8	Neuchâtel	2020
Foreign nationals in %	2018	25.3	Neuchâtel	2020
Crude marriage rate	2018	3.6	Neuchâtel	2020
Crude divorce rate	2018	2.3	Neuchâtel	2020
Crude birth rate	2018	9.3	Neuchâtel	2020
Crude mortality rate	2018	9.0	Neuchâtel	2020
Private households	2018	81,046	Neuchâtel	2020
Size of households in persons	2018	2.1	Neuchâtel	2020
German	2016-2018	4.8	Neuchâtel	2020
French	2016-2018	87.3	Neuchâtel	2020
Italian	2016-2018	5.3	Neuchâtel	2020
Romansh	2016-2018	–	Neuchâtel	2020
English	2016-2018	3.5	Neuchâtel	2020
Roman Catholic	2016-2018	21.1	Neuchâtel	2020
Protestant Reformed	2016-2018	19.8	Neuchâtel	2020
No affiliation	2016-2018	46.1	Neuchâtel	2020
Total surface area in km²	2004/09	802.3	Neuchâtel	2020
Settlement and urban area in %	2004/09	8.4	Neuchâtel	2020
Agricultural area in %	2004/09	41.7	Neuchâtel	2020
Wooded area in %	2004/09	38.5	Neuchâtel	2020
Unproductive area in %	2004/09	11.5	Neuchâtel	2020
Net activity rate (15-64 years)	2018	76.7	Neuchâtel	2020
Unemployment rate (according to SECO)	2019	3.5	Neuchâtel	2020
Gross domestic product (GDP) per capita in Swiss francs	2017	86,584	Neuchâtel	2020
Change in % of cantonal GDP	2016-2017	2.6	Neuchâtel	2020
Employed total	2017	105,379	Neuchâtel	2020
Primary sector	2017	2,486	Neuchâtel	2020
Secondary sector	2017	33,838	Neuchâtel	2020
Tertiary sector	2017	69,055	Neuchâtel	2020
Business establishments total	2017	13,602	Neuchâtel	2020
Primary sector	2017	885	Neuchâtel	2020
Secondary sector	2017	2,423	Neuchâtel	2020
Tertiary sector	2017	10,294	Neuchâtel	2020
in %	2018	8.5	Neuchâtel	2020
Utilised agricultural area per farm in ha	2018	39.6	Neuchâtel	2020
Dwelling vacancy rate	2019	2.39	Neuchâtel	2020
Homeownership rate	2018	31.5	Neuchâtel	2020
Average per capita living space in m²	2018	45	Neuchâtel	2020
New housing units per 1000 residents	2017	3.5	Neuchâtel	2020
Arrivals in hotels and spas	2018	135,174	Neuchâtel	2020
Overnight stays in hotels and spas	2018	226,838	Neuchâtel	2020
Passenger cars per 1000 inhabitants	2018	545	Neuchâtel	2020
Public transportation	2017	25.1	Neuchâtel	2020
Private motorised transport	2017	62.3	Neuchâtel	2020
Social assistance rate	2018	7.2	Neuchâtel	2020
Physicians in the outpatient sector per 100,000 inhabitants	2018	239	Neuchâtel	2020
Hospital beds per 1000 inhabitants	2018	3.4	Neuchâtel	2020
Hospitalisation rate in intensive care (per 1000 inhabitants)	2018	136.2	Neuchâtel	2020
Average length of stay in intensive care (days)	2018	5.0	Neuchâtel	2020
Without post-compulsory education	2018	26.0	Neuchâtel	2020
Upper secondary education	2018	42.5	Neuchâtel	2020
Tertiary level	2018	31.5	Neuchâtel	2020
Graduation rate in higher education institutions	2018	34.3	Neuchâtel	2020
FDP/PLR inclusive LP/PL-BS	2019	22.3	Neuchâtel	2020
CVP	2019	4.2	Neuchâtel	2020
SP	2019	16.6	Neuchâtel	2020
SVP	2019	12.7	Neuchâtel	2020
EVP/CSP	2019	–	Neuchâtel	2020
GLP	2019	9.1	Neuchâtel	2020
BDP	2019	–	Neuchâtel	2020
PdA/Sol.	2019	14.1	Neuchâtel	2020
GPS	2019	20.8	Neuchâtel	2020
Small right-wing parties	2019	–	Neuchâtel	2020
under the Swiss Criminal Code	2018	57.7	Neuchâtel	2020
under the Narcotics Act (NarcA)	2018	10.4	Neuchâtel	2020
under the Foreign Nationals Act (FNA)	2018	2.4	Neuchâtel	2020
Residents	2018	43,223	Nidwalden	2020
Change in %	2010-2018	5.4	Nidwalden	2020
Population density per km²	2018	179.1	Nidwalden	2020
0-19 years	2018	18.2	Nidwalden	2020
20-64 years	2018	61.4	Nidwalden	2020
65 years or over	2018	20.3	Nidwalden	2020
Urban population in %	2018	50.6	Nidwalden	2020
Foreign nationals in %	2018	14.7	Nidwalden	2020
Crude marriage rate	2018	5.2	Nidwalden	2020
Crude divorce rate	2018	1.8	Nidwalden	2020
Crude birth rate	2018	10.0	Nidwalden	2020
Crude mortality rate	2018	7.0	Nidwalden	2020
